"preco","idade","mes_montagem","ano_montagem","km_rodados","combustivel","cavalos_potencia","cor_metalica","cor","cambio_automatico","cilindradas","portas","marchas","impostos","peso","garantia_fabrica","garantia_revendedor","periodo_garantia","abs"
10950,44,"1",2001,60500,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"sim","sim",12,"não"
13950,35,"10",2001,59500,"Diesel",69,"sim","Prata","não",1900,3,5,64,1110,"sim","não",12,"sim"
13950,44,"1",2001,59000,"Gasolina",110,"não","Cinza","sim",1600,5,5,85,1110,"não","sim",3,"sim"
11950,40,"5",2001,58954,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"não","sim",12,"sim"
10950,38,"7",2001,58798,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
12450,38,"7",2001,58363,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"não","sim",3,"sim"
11950,43,"2",2001,58277,"Gasolina",110,"sim","Cinza","não",1600,3,5,69,1045,"não","sim",3,"sim"
13500,33,"12",2001,57711,"Diesel",90,"sim","Verde","não",2000,3,5,210,1165,"sim","sim",3,"sim"
11690,33,"12",2001,57269,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
13500,39,"6",2001,56001,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11950,42,"3",2001,55968,"Gasolina",110,"não","Azul","não",1600,3,5,69,1050,"sim","sim",3,"sim"
12900,39,"6",2001,55678,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1030,"sim","sim",3,"sim"
13500,43,"2",2001,55539,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1085,"sim","sim",3,"sim"
11750,42,"3",2001,55400,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"não"
11750,33,"12",2001,55350,"Gasolina",110,"não","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10850,43,"2",2001,54600,"Gasolina",110,"não","Azul","não",1600,4,5,69,1030,"sim","sim",3,"sim"
11750,43,"2",2001,53773,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
14950,42,"3",2001,53719,"Gasolina",110,"sim","Cinza","sim",1600,5,5,85,1105,"sim","sim",3,"sim"
9940,39,"6",2001,53644,"Gasolina",110,"sim","Verde","não",1600,5,5,19,1075,"não","não",3,"sim"
12900,42,"3",2001,53350,"Gasolina",110,"não","Preta","não",1600,5,5,85,1075,"sim","sim",12,"sim"
13500,38,"7",2001,53000,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1075,"não","sim",6,"sim"
11750,44,"1",2001,52084,"Gasolina",97,"sim","Amarela","não",1400,3,5,69,1025,"sim","sim",3,"sim"
11950,44,"1",2001,52000,"Gasolina",97,"não","Preta","não",1400,3,5,69,1025,"não","sim",3,"sim"
13450,33,"12",2001,51945,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
11950,41,"4",2001,51732,"Gasolina",97,"sim","Verde","não",1400,3,5,69,1025,"não","sim",3,"sim"
12495,39,"6",2001,50873,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"sim","sim",3,"sim"
13500,41,"4",2001,50856,"Gasolina",110,"não","Verde","não",1600,4,5,69,1030,"não","sim",12,"sim"
12750,40,"5",2001,50640,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"não","sim",3,"sim"
12000,39,"6",2001,50000,"Gasolina",97,"sim","Preta","não",1400,5,5,85,1060,"não","não",3,"sim"
11950,38,"7",2001,49500,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"sim","sim",3,"sim"
12495,44,"1",2001,49332,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1080,"sim","sim",3,"sim"
12450,34,"11",2001,49291,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1040,"sim","sim",3,"sim"
14750,40,"5",2001,48952,"Diesel",90,"sim","Azul","não",2000,5,5,210,1205,"não","sim",3,"sim"
10950,39,"6",2001,48945,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1040,"não","sim",3,"sim"
13500,33,"12",2001,48928,"Diesel",69,"sim","Cinza","não",1900,3,5,185,1105,"sim","sim",3,"sim"
12950,38,"7",2001,48197,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1075,"sim","sim",3,"sim"
13500,35,"10",2001,48052,"Diesel",69,"sim","Cinza","não",1900,3,5,185,1105,"sim","sim",3,"sim"
13450,34,"11",2001,48011,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1030,"sim","sim",3,"sim"
13500,43,"2",2001,48000,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"não","não",6,"sim"
11480,41,"4",2001,47350,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
13450,39,"6",2001,46821,"Gasolina",97,"sim","Vermelha","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11495,39,"6",2001,46694,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1040,"sim","sim",3,"sim"
12750,43,"2",2001,46515,"Gasolina",97,"não","Vermelha","não",1400,5,5,69,1025,"não","não",12,"sim"
14990,38,"7",2001,46327,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
12950,35,"10",2001,46304,"Gasolina",97,"sim","Verde","não",1400,5,5,85,1060,"sim","sim",3,"sim"
12950,40,"5",2001,45886,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
12850,39,"6",2001,45713,"Gasolina",97,"sim","Azul","não",1400,5,5,19,1085,"não","sim",6,"sim"
13950,40,"5",2001,45600,"Gasolina",110,"sim","Cinza","sim",1600,5,5,85,1105,"não","sim",3,"sim"
11950,41,"4",2001,45287,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
12950,39,"6",2001,45081,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11700,40,"5",2001,44830,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
9950,37,"8",2001,44757,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"não","sim",3,"sim"
11895,44,"1",2001,44218,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
12950,43,"2",2001,43632,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"não","sim",3,"sim"
12500,36,"9",2001,43427,"Gasolina",110,"sim","Verde","não",1600,3,5,69,1040,"sim","sim",3,"sim"
13875,39,"6",2001,43254,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10500,35,"10",2001,43000,"Gasolina",110,"não","Branca","não",1600,3,5,69,1050,"não","sim",3,"sim"
12295,33,"12",2001,42823,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
13950,42,"3",2001,42560,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10950,38,"7",2001,41754,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1040,"não","sim",3,"sim"
12950,44,"1",2001,41499,"GNV",110,"sim","Verde","não",1600,5,5,197,1103,"sim","sim",3,"sim"
12850,40,"5",2001,41339,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1080,"sim","sim",3,"sim"
13995,35,"10",2001,41000,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
13750,39,"6",2001,40000,"Gasolina",110,"sim","Cinza","não",1600,3,5,85,1055,"não","sim",3,"sim"
12750,37,"8",2001,39757,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"sim","sim",3,"sim"
12500,41,"4",2001,39659,"Gasolina",110,"sim","Verde","não",1600,3,5,69,1045,"sim","sim",3,"sim"
13950,43,"2",2001,39650,"Gasolina",110,"não","Azul","não",1600,3,5,85,1055,"não","sim",3,"sim"
11500,39,"6",2001,39524,"Gasolina",97,"sim","Cinza","não",1398,3,5,69,1025,"sim","sim",3,"sim"
13950,44,"1",2001,39516,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11895,41,"4",2001,39439,"Gasolina",97,"não","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
9950,44,"1",2001,39000,"Gasolina",97,"sim","Azul","não",1400,3,5,69,1025,"não","sim",3,"sim"
13500,42,"3",2001,38932,"Gasolina",110,"sim","Verde","não",1600,3,5,69,1040,"não","sim",12,"sim"
11450,37,"8",2001,38812,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"sim","sim",3,"sim"
12450,42,"3",2001,38665,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
12950,40,"5",2001,38653,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
13995,44,"1",2001,38461,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
11750,42,"3",2001,38078,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
11650,39,"6",2001,37782,"Gasolina",97,"sim","Vermelha","não",1400,5,5,85,1060,"não","sim",3,"sim"
9950,43,"2",2001,37576,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1030,"não","sim",3,"sim"
13950,41,"4",2001,37533,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
12950,44,"1",2001,37389,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10950,38,"7",2001,37320,"Gasolina",97,"sim","Azul","não",1400,3,5,69,1025,"não","sim",3,"sim"
9900,42,"3",2001,37000,"Gasolina",97,"sim","Verde","não",1400,3,5,69,1025,"sim","sim",3,"sim"
11950,44,"1",2001,37000,"Gasolina",110,"não","Verde","não",1600,4,5,19,1075,"não","sim",3,"sim"
11990,40,"5",2001,36566,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1090,"sim","sim",3,"sim"
10750,36,"9",2001,36269,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"não","sim",3,"sim"
13950,37,"8",2001,36074,"Gasolina",110,"sim","Prata","sim",1600,5,5,19,1075,"não","sim",12,"sim"
11250,44,"1",2001,36066,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1040,"sim","sim",3,"sim"
12950,39,"6",2001,34599,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"não","sim",3,"sim"
11950,41,"4",2001,34000,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
10950,42,"3",2001,33623,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
12950,33,"12",2001,33591,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
12950,35,"10",2001,33258,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11695,43,"2",2001,33113,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11000,41,"4",2001,33000,"Gasolina",110,"sim","Prata","sim",1600,5,6,19,1075,"não","não",3,"sim"
13950,35,"10",2001,32941,"Gasolina",110,"sim","Amarela","não",1600,5,5,85,1080,"sim","sim",3,"sim"
11950,38,"7",2001,32781,"Gasolina",110,"não","Azul","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11750,40,"5",2001,32532,"Gasolina",110,"sim","Preta","não",1600,3,5,69,1040,"sim","sim",3,"sim"
12400,34,"11",2001,32431,"Gasolina",97,"sim","Prata","não",1400,5,5,85,1060,"sim","sim",3,"sim"
12500,35,"10",2001,32000,"Gasolina",110,"não","Preta","não",1600,3,5,69,1040,"não","sim",3,"sim"
12900,33,"12",2001,31000,"Gasolina",110,"sim","Prata","não",1600,5,5,19,1075,"não","sim",6,"sim"
12200,41,"4",2001,30989,"Gasolina",110,"não","Verde","não",1600,3,5,69,1045,"não","sim",3,"sim"
12750,43,"2",2001,30742,"Gasolina",110,"sim","Prata","não",1600,3,5,69,1040,"sim","sim",3,"sim"
11950,42,"3",2001,30190,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11900,41,"4",2001,29716,"Gasolina",116,"sim","Cinza","não",1600,5,5,85,1075,"não","sim",3,"sim"
11950,44,"1",2001,29716,"Gasolina",110,"sim","Prata","sim",1600,3,5,85,1070,"sim","sim",3,"sim"
14950,42,"3",2001,29640,"Gasolina",110,"não","Vermelha","não",1600,3,5,85,1055,"sim","sim",3,"sim"
11950,41,"4",2001,29056,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
12950,33,"12",2001,28715,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
14950,41,"4",2001,28571,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1090,"sim","sim",3,"sim"
13450,40,"5",2001,28362,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1040,"não","sim",3,"sim"
13750,38,"7",2001,28150,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1075,"não","sim",3,"sim"
12950,43,"2",2001,27301,"Gasolina",110,"sim","Cinza","não",1600,3,5,69,1040,"sim","sim",3,"sim"
12750,33,"12",2001,27240,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"não","não",12,"sim"
11895,39,"6",2001,27170,"Gasolina",97,"sim","Amarela","não",1400,5,5,85,1060,"sim","sim",3,"sim"
9950,42,"3",2001,27141,"Gasolina",97,"sim","Verde","não",1400,5,5,85,1060,"sim","sim",3,"sim"
12450,38,"7",2001,26262,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"não","sim",3,"sim"
12500,38,"7",2001,26000,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
14950,43,"2",2001,25228,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1045,"sim","sim",3,"sim"
13750,39,"6",2001,25062,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
12695,39,"6",2001,24723,"Gasolina",110,"sim","Verde","sim",1600,4,5,85,1060,"sim","sim",3,"sim"
14990,33,"12",2001,24650,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
12750,43,"2",2001,24553,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
14350,41,"4",2001,24475,"Gasolina",110,"sim","Vermelha","não",1600,5,5,69,1030,"não","sim",12,"não"
12950,39,"6",2001,24444,"Gasolina",110,"sim","Azul","não",1600,3,5,69,1040,"sim","sim",3,"sim"
11500,35,"10",2001,24011,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"não"
11950,41,"4",2001,24000,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
13450,40,"5",2001,23616,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
12900,38,"7",2001,22865,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10500,41,"4",2001,22780,"Gasolina",86,"sim","Verde","não",1300,5,5,69,1035,"sim","sim",3,"sim"
10950,35,"10",2001,21904,"Gasolina",97,"não","Azul","não",1400,3,5,69,1025,"não","sim",3,"sim"
11950,41,"4",2001,21651,"Gasolina",97,"não","Verde","não",1400,3,5,69,1025,"sim","sim",3,"sim"
11450,37,"8",2001,21500,"Gasolina",110,"sim","Vermelha","não",1600,5,5,69,1030,"sim","não",12,"sim"
13250,44,"1",2001,21027,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10250,39,"6",2001,18500,"Gasolina",110,"não","Vermelha","não",1600,4,5,69,1030,"não","não",3,"sim"
13995,35,"10",2001,18000,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11950,40,"5",2001,17051,"Gasolina",97,"não","Cinza","não",1400,5,5,85,1060,"sim","sim",3,"sim"
13250,33,"12",2001,16512,"Gasolina",97,"sim","Cinza","não",1400,5,5,19,1085,"não","sim",3,"sim"
12950,40,"5",2001,16325,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1080,"não","sim",3,"sim"
11750,38,"7",2001,16000,"Gasolina",97,"sim","Cinza","não",1400,5,5,85,1060,"não","sim",3,"sim"
11500,39,"6",2001,12000,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"não","não",12,"sim"
13500,43,"2",2001,10000,"Gasolina",97,"sim","Azul","não",1400,5,5,85,1060,"não","não",6,"sim"
6500,53,"4",2000,216000,"Diesel",69,"não","Branca","não",1900,3,5,185,1110,"não","sim",3,"sim"
6400,51,"6",2000,198167,"Diesel",69,"não","Vermelha","não",1900,4,5,185,1095,"não","sim",3,"sim"
7000,53,"4",2000,176000,"Diesel",69,"não","Azul","não",1900,3,5,185,1105,"não","sim",3,"sim"
7750,54,"3",2000,174139,"Diesel",72,"sim","Azul","não",2000,4,5,185,1100,"não","sim",3,"sim"
8900,45,"12",2000,174000,"Diesel",69,"sim","Prata","não",1900,5,5,185,1095,"não","não",6,"sim"
8500,55,"2",2000,150000,"GNV",110,"sim","Azul","não",1600,3,5,72,1075,"não","não",6,"não"
8950,54,"3",2000,149329,"Diesel",72,"sim","Vermelha","não",2000,5,5,185,1135,"não","sim",3,"sim"
9900,51,"6",2000,146736,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1080,"não","sim",3,"sim"
10250,53,"4",2000,143513,"Diesel",69,"não","Cinza","não",1900,5,5,185,1140,"não","sim",3,"não"
9250,48,"9",2000,142130,"GNV",110,"não","Vermelha","não",1600,5,5,197,1119,"não","sim",3,"sim"
7750,48,"9",2000,140700,"Diesel",69,"sim","Cinza","não",1900,5,5,64,1110,"não","sim",3,"sim"
9450,54,"3",2000,138394,"Diesel",69,"sim","Prata","não",1900,4,5,185,1095,"não","sim",3,"sim"
7750,55,"2",2000,137000,"Diesel",72,"sim","Azul","não",2000,5,5,185,1135,"não","não",3,"sim"
8250,52,"5",2000,135258,"Diesel",69,"sim","Cinza","não",1900,5,5,185,1140,"não","sim",3,"sim"
9950,49,"8",2000,131364,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1075,"não","sim",3,"sim"
4450,56,"1",2000,129155,"Diesel",69,"não","Branca","não",1800,5,5,64,1110,"não","não",3,"sim"
9950,50,"7",2000,126110,"Gasolina",110,"não","Preta","não",1600,3,5,85,1055,"não","sim",3,"sim"
9000,48,"9",2000,119742,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1080,"não","sim",3,"sim"
9950,53,"4",2000,117913,"Diesel",69,"sim","Azul","não",1900,5,5,64,1110,"não","sim",3,"sim"
12450,47,"10",2000,117430,"Diesel",90,"sim","Azul","não",2000,3,5,210,1165,"não","sim",3,"sim"
10500,55,"2",2000,117175,"Gasolina",110,"sim","Verde","não",1600,4,5,69,1035,"sim","sim",3,"sim"
10750,54,"3",2000,115558,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1035,"sim","sim",3,"sim"
8950,53,"4",2000,115113,"Gasolina",97,"sim","Cinza","não",1400,3,5,69,1025,"sim","sim",3,"sim"
10500,54,"3",2000,115046,"Diesel",69,"sim","Azul","não",1900,5,5,185,1140,"não","sim",3,"sim"
5150,56,"1",2000,113997,"Diesel",72,"sim","Verde","não",2000,5,5,64,1135,"não","não",3,"sim"
10950,49,"8",2000,107859,"Gasolina",97,"não","Azul","não",1400,5,5,85,1060,"sim","sim",3,"sim"
9450,52,"5",2000,104805,"Gasolina",97,"sim","Preta","não",1400,3,5,69,1025,"sim","sim",3,"sim"
9950,54,"3",2000,103454,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10950,51,"6",2000,103018,"Diesel",69,"não","Branca","não",1900,5,5,185,1140,"não","sim",3,"sim"
11900,47,"10",2000,102352,"Gasolina",110,"sim","Vermelha","não",1600,5,5,85,1080,"sim","sim",3,"sim"
9950,50,"7",2000,102030,"Gasolina",97,"sim","Verde","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11950,54,"3",2000,101352,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1080,"sim","sim",3,"sim"
7900,50,"7",2000,99865,"Gasolina",110,"sim","Vermelha","não",1600,4,5,69,1035,"não","sim",3,"sim"
10950,52,"5",2000,99323,"Gasolina",110,"sim","Preta","não",1600,3,5,85,1055,"sim","sim",3,"sim"
8950,48,"9",2000,98100,"Diesel",69,"sim","Cinza","não",1900,5,5,185,1140,"não","sim",3,"sim"
11950,51,"6",2000,98040,"Gasolina",110,"não","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10900,49,"8",2000,97600,"Gasolina",110,"sim","Prata","não",1600,3,5,69,1045,"não","sim",6,"sim"
9950,55,"2",2000,97234,"Gasolina",110,"não","Azul","não",1600,5,5,85,1080,"não","sim",3,"sim"
9950,51,"6",2000,96135,"Diesel",72,"não","Preta","não",2000,3,5,185,1115,"não","sim",3,"sim"
10950,54,"3",2000,96100,"Gasolina",110,"sim","Verde","não",1600,5,5,85,1080,"sim","sim",3,"sim"
8950,55,"2",2000,94401,"Diesel",72,"não","Vermelha","não",2000,3,5,185,1115,"não","sim",3,"sim"
8950,55,"2",2000,94122,"Gasolina",86,"sim","Azul","não",1300,3,5,69,1015,"não","sim",3,"sim"
10500,49,"8",2000,91340,"Gasolina",110,"sim","Azul","não",1600,3,5,85,1055,"sim","sim",3,"sim"
8950,53,"4",2000,90200,"Gasolina",97,"não","Branca","não",1400,3,5,69,1025,"não","sim",3,"sim"
9250,53,"4",2000,90097,"Diesel",69,"sim","Vermelha","não",1900,5,5,185,1140,"sim","sim",3,"sim"
11500,48,"9",2000,89049,"Gasolina",97,"sim","Preta","não",1400,5,5,85,1060,"não","sim",12,"sim"
9750,52,"5",2000,89000,"Gasolina",110,"não","Cinza","não",1600,5,5,85,1075,"não","não",3,"sim"
9950,45,"12",2000,87274,"Gasolina",110,"sim","Cinza","não",1600,3,5,69,1040,"sim","sim",3,"sim"
11450,49,"8",2000,86221,"Gasolina",110,"não","Cinza","não",1600,3,5,69,1045,"sim","sim",3,"sim"
12500,54,"3",2000,84598,"Gasolina",110,"não","Vermelha","não",1600,5,5,19,1075,"não","sim",6,"sim"
10500,50,"7",2000,83567,"Gasolina",110,"não","Verde","não",1600,5,5,85,1075,"não","sim",3,"sim"
12950,50,"7",2000,83106,"Gasolina",110,"sim","Prata","não",1600,5,5,85,1075,"sim","sim",3,"sim"
12200,50,"7",2000,82805,"Gasolina",110,"sim","Verde","não",1600,3,5,69,1040,"sim","sim",3,"sim"
10950,50,"7",2000,82735,"Gasolina",97,"sim","Preta","não",1400,3,5,69,1030,"sim","sim",3,"sim"
10950,54,"3",2000,81905,"Gasolina",110,"sim","Verde","não",1600,5,5,19,1105,"não","sim",6,"sim"
11290,49,"8",2000,80320,"Gasolina",110,"sim","Prata","sim",1600,3,5,85,1070,"sim","sim",3,"sim"
10750,49,"8",2000,80090,"Gasolina",97,"sim","Prata","não",1400,3,5,69,1030,"não","sim",6,"sim"
10895,53,"4",2000,79800,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11500,47,"10",2000,78785,"GNV",110,"sim","Preta","não",1600,5,5,197,1119,"sim","sim",3,"sim"
9750,48,"9",2000,78600,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1075,"não","sim",3,"sim"
10250,55,"2",2000,77780,"Gasolina",110,"não","Vermelha","não",1600,3,5,69,1040,"não","sim",3,"sim"
12500,49,"8",2000,77648,"Gasolina",110,"não","Vermelha","não",1600,4,5,69,1030,"sim","sim",3,"sim"
11950,54,"3",2000,77270,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1035,"sim","sim",3,"sim"
10750,50,"7",2000,76167,"Gasolina",97,"sim","Azul","não",1400,5,5,85,1060,"sim","sim",3,"sim"
11450,46,"11",2000,75249,"Gasolina",110,"sim","Vermelha","não",1600,4,5,69,1035,"sim","sim",3,"sim"
11950,54,"3",2000,75231,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
11750,48,"9",2000,75045,"Gasolina",110,"sim","Prata","não",1600,3,6,85,1055,"não","não",6,"sim"
10950,50,"7",2000,74849,"Gasolina",110,"sim","Vermelha","sim",1600,4,5,85,1060,"sim","sim",3,"sim"
11950,55,"2",2000,74715,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1080,"sim","sim",3,"sim"
10995,49,"8",2000,74656,"Diesel",69,"não","Prata","não",1900,3,5,185,1105,"sim","sim",3,"sim"
11450,56,"1",2000,74500,"Gasolina",97,"não","Cinza","não",1400,3,5,69,1025,"não","sim",3,"sim"
8900,49,"8",2000,74494,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
10500,50,"7",2000,73634,"Gasolina",110,"não","Azul","não",1587,5,5,85,1075,"não","não",6,"sim"
11750,47,"10",2000,73403,"Gasolina",110,"sim","Cinza","não",1600,5,5,85,1075,"sim","sim",3,"sim"
11450,49,"8",2000,73175,"Gasolina",97,"sim","Prata","não",1400,3,5,69,1030,"sim","sim",3,"sim"
12000,52,"5",2000,73000,"Gasolina",110,"não","Cinza","não",1600,3,5,85,1055,"não","sim",3,"sim"
11950,50,"7",2000,72242,"Gasolina",110,"não","Azul","sim",1600,3,5,85,1070,"sim","sim",3,"sim"
9850,53,"4",2000,72000,"Gasolina",97,"sim","Verde","não",1400,3,5,69,1025,"não","não",3,"sim"
10950,54,"3",2000,71725,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1035,"não","sim",3,"sim"
10950,54,"3",2000,71276,"Gasolina",110,"não","Verde","não",1600,5,5,85,1080,"não","sim",3,"sim"
8695,50,"7",2000,70440,"Diesel",69,"sim","Verde","não",1900,3,5,185,1105,"não","sim",6,"sim"
10990,53,"4",2000,70239,"Gasolina",110,"não","Azul","não",1600,3,5,69,1040,"não","sim",3,"sim"
9500,55,"2",2000,69813,"Gasolina",97,"sim","Prata","não",1400,3,5,69,1025,"não","sim",3,"sim"
11950,49,"8",2000,69659,"Gasolina",86,"não","Vermelha","não",1300,3,6,69,1025,"não","sim",3,"sim"
10750,46,"11",2000,69574,"Gasolina",97,"não","Azul","não",1400,5,5,85,1065,"sim","sim",3,"sim"
8750,47,"10",2000,69000,"Diesel",69,"sim","Azul","não",1900,5,5,185,1140,"não","sim",3,"não"
8750,49,"8",2000,68565,"Gasolina",110,"sim","Azul","não",1600,4,5,69,1030,"não","sim",3,"sim"
11450,55,"2",2000,68520,"Diesel",72,"sim","Vermelha","não",2000,3,5,185,1115,"sim","sim",3,"sim"
9950,46,"11",2000,68414,"Gasolina",97,"não","Vermelha","não",1400,3,5,69,1025,"sim","sim",3,"sim"
11950,56,"1",2000,66777,"Gasolina",110,"não","Vermelha","não",1600,5,5,85,1090,"sim","sim",3,"sim"
13950,52,"5",2000,66527,"Gasolina",110,"sim","Azul","não",1600,5,5,85,1080,"sim","sim",3,"sim"
11250,54,"3",2000,66063,"Gasolina",110,"sim","Preta","não",1600,5,5,85,1090,"não","sim",3,"sim"
10900,50,"7",2000,65471,"Gasolina",97,"sim","Verde","não",1400,5,5,85,1060,"não","sim",3,"sim"
9750,56,"1",2000,65400,"Gasolina",97,"sim","Prata","não",1400,3,5,69,1025,"sim","sim",3,"sim"
